id,titrFr,categorieFr,ref,niveau,prix,img,description
191,Moteur Electrique 6V avec ampoule,Electronique et électricité,DB162,متوسط,1.100.00 Dzd,/media/produit/images/DB_162_copy.jpg,
192,Ombre et pénombre,Optiques,DB163,متوسط,4.700.00 Dzd,/media/produit/images/DB_163-1_copy.jpg,
193,Inspiration expiration : nature des gaze,Sciences de la nature et de la vie,DB164,متوسط - ثانوي,3.600.00 Dzd,/media/produit/images/DB_164_copy.jpg,
194,Mouvements tectoniques,Geologie,DB165,متوسط - ثانوي,2.800.00 Dzd,/media/produit/images/DB_165-1_copy.jpg,
195,Banc à coussin-d'aire,Physique,DB166,ثانوي,0.00 Dzd,/media/produit/images/DB_166_copy.jpg,
196,Facteures influent sur la transformation de la matière : expérience de la cloche,Physique,DB169,متوسط,8.700.00 Dzd,/media/produit/images/DB_169-1_copy.jpg,
197,Pompe a vider manuel,Physique,DB169-2,متوسط - ثانوي,1.800.00 Dzd,/media/produit/images/DB_169-2_copy_rBVvNHD.jpg,
198,Interrupteur a couteau,Electronique et électricité,DB170,متوسط - ثانوي,700.00 Dzd,/media/produit/images/DB_170_copy.jpg,
199,Association de piles,Electronique et électricité,DB171,متوسط,2.200.00 Dzd,/media/produit/images/DB_171_V_copy.jpg,
200,Association des piles type AA,Electronique et électricité,DB171-1,متوسط,2.400.00 Dzd,/media/produit/images/DB_171-1_copy.jpg,
201,Ensemble de montages électriques,Electronique et électricité,DB172,متوسط,4.800.00 Dzd,/media/produit/images/DB_172_copy.jpg,
202,Échantillons des roches et minerais,Geologie,DB174,متوسط - ثانوي,15.000.00 Dzd,/media/produit/images/DB_174_copy.jpg,
203,Echatillions de fossiles 4 pieces,Sciences de la nature et de la vie,DB174-1,متوسط - ثانوي,7.000.00 Dzd,/media/produit/images/DB_174-1_copy.jpg,
204,Echatillions de fossiles 6 pieces,Sciences de la nature et de la vie,DB174-2,متوسط - ثانوي,9.000.00 Dzd,/media/produit/images/DB_174-2_copy.jpg,
205,Inverseur à couteau,Electronique et électricité,DB173,متوسط - ثانوي,800.00 Dzd,/media/produit/images/DB_173_copy.jpg,
206,Boite d'inductances à décades,Electronique et électricité,DB177,ثانوي,4.300.00 Dzd,/media/produit/images/DB_177_copy.jpg,
207,Distillation de l'eau (avec bec bunsen),Expériences de chimie,DB180-1,متوسط - ثانوي,9.500.00 Dzd,/media/produit/images/DB_180_copy.jpg,
208,Distillation de l'eau (sans bec bunsen),Expériences de chimie,DB180-2,متوسط - ثانوي,8.000.00 Dzd,/media/produit/images/DB_181_copy.jpg,
209,"Pile electrique 4,5 V",Electronique et électricité,DB183,متوسط - ثانوي,0.00 Dzd,/media/produit/images/DB_183_copy.jpg,
210,Multimètre digitale PM,Electronique et électricité,DB184,متوسط - ثانوي,1.200.00 Dzd,/media/produit/images/DB_184_copy.jpg,
211,Lampe spot,Electronique et électricité,DB185,متوسط - ثانوي,350.00 Dzd,/media/produit/images/DB_185_copy.jpg,
212,Lampe spécifique 12V,Electronique et électricité,DB186,متوسط - ثانوي,350.00 Dzd,/media/produit/images/DB_186_copy.jpg,
213,Caractéristiques de la diode,Electronique et électricité,DB187,ثانوي,2.400.00 Dzd,/media/produit/images/DB_187_copy.jpg,
214,Transistor à effet de champ,Electronique et électricité,DB188,ثانوي,500.00 Dzd,/media/produit/images/DB_188_copy.jpg,
215,LED sur support,Electronique et électricité,DB189,متوسط - ثانوي,550.00 Dzd,/media/produit/images/DB_189_copy.jpg,
216,Résistance variable,Electronique et électricité,DB190,متوسط - ثانوي,500.00 Dzd,/media/produit/images/DB_190_copy.jpg,
217,Mesure de la résistance,Electronique et électricité,DB191,متوسط,600.00 Dzd,/media/produit/images/DB_191_copy.jpg,
218,Relation entre le courant Electrique et les éléments de circuit,Electronique et électricité,DB192,متوسط,1.300.00 Dzd,/media/produit/images/DB_192_copy.jpg,
219,Courant Electrique continu,Electronique et électricité,DB193,متوسط,3.100.00 Dzd,/media/produit/images/DB_193_copy.jpg,
220,Effet de (V) et de (I) sur la brillance d'une lampe,Electronique et électricité,DB194,متوسط,2.600.00 Dzd,/media/produit/images/DB_194_copy.jpg,
221,Association en série,Electronique et électricité,DB195,متوسط,3.000.00 Dzd,/media/produit/images/DB_195_copy.jpg,
222,Microscope digital a main,Sciences de la nature et de la vie,LBUM039-030,Tous,31.500.00 Dzd,/media/produit/images/LB_30-10_copy.jpg,
223,Lot de 03 Loupes (Diamètre100mm),Optiques,LB034,Tous,350.00 Dzd,/media/produit/images/LB_34-2_copy.jpg,
224,Lot de 03 Loupes (Diamètre 100 Mm),Optiques,LB034-2,Tous,1.500.00 Dzd,/media/produit/images/LB_34-2_copy_rOJBSHI.jpg,
225,Papier filtre forme ronde 15 cm,Sciences de la nature et de la vie,LB036-2,Tous,900.00 Dzd,/media/produit/images/LB_036_copy_yPfe7CI.jpg,Boite de 100 unités 15 cm
226,Porte tube à essai avec egouttoir en Acrilique (a 6 trous),Accessoires de laboratoire,LB035-4,Tous,1.600.00 Dzd,/media/produit/images/LB_035-5_copy.jpg,a 6 trous
227,Porte tube à essai avec egouttoir en Acrilique (a 12 trous),Accessoires de laboratoire,LB035-5,Tous,2.900.00 Dzd,/media/produit/images/LB_035-4_copy.jpg,a 12 trous
228,Porte tube à essai en être (a 12 trous),Accessoires de laboratoire,LB035-2,Tous,1.100.00 Dzd,/media/produit/images/lb_035-1-2-3_copy.jpg,a 12 trous
229,Porte tube à essai en être (a 11 trous),Accessoires de laboratoire,LB035-3,Tous,1.200.00 Dzd,/media/produit/images/LB_035-3_copy.jpg,a 11 trous
230,Porte tube à essai en être (a 6 trous),Accessoires de laboratoire,LB035-1,Tous,700.00 Dzd,/media/produit/images/lb_035-1_copy.jpg,a 6 trous
231,Cuve à dissection en plastique,Sciences de la nature et de la vie,LB040,Tous,700.00 Dzd,/media/produit/images/lb_040_copy.jpg,
232,Trousse à dissection à 9 éléments,Sciences de la nature et de la vie,LB039-1,Tous,2.800.00 Dzd,/media/produit/images/lb_039-1_copy.jpg,à 9 éléments
233,Trousse à dissection à 14 éléments,Sciences de la nature et de la vie,LB039-3,Tous,4.900.00 Dzd,/media/produit/images/lb_039-2_copy.jpg,à 14 éléments
234,Trousse à dissection à 14 éléments,Sciences de la nature et de la vie,LB039-2,Tous,4.300.00 Dzd,/media/produit/images/lb_039-2_copy_lyPr9UK.jpg,à 14 éléments
235,Les Brosses pour bechers,Accessoires de laboratoire,LB038-2,Tous,700.00 Dzd,/media/produit/images/lb_038-1_2_3_4_copy.jpg,pour bechers
236,Les Brosses pour burettes,Accessoires de laboratoire,LB038-3,Tous,500.00 Dzd,/media/produit/images/lb_038-1_2_3_4_copy_XOFRmt6.jpg,pour burettes
237,Les Brosses pour pipettes,Accessoires de laboratoire,LB038-4,Tous,400.00 Dzd,/media/produit/images/lb_038-1_2_3_4_copy_kDjlZ8H.jpg,Pour pipettes
238,Les Brosses de tubes à essai,Accessoires de laboratoire,LB038-1,Tous,350.00 Dzd,/media/produit/images/lb_038-1_2_3_4_copy_CUHIxJ9.jpg,de tubes à essai
239,Générateur de fonctions (Avec affichage digital de la fréquence ),Electronique et électricité,LB043-2,Tous,35.000.00 Dzd,/media/produit/images/LB_043-2_copy.jpg,-Game de fréquences : 0.1Hz – 2MHz . -Niveau de sortie : 20Vcc -Impédance de sortie : 50 - Forme de signaux de sortie : sinus; triangle; rampe positive et négative impulsion positive et négative . -Fréquencemètre : 1Hz-30 MHz . Précision :0.0003 % -DC voltage : 0-10V ; ajustage Continu . -Alimentation : secteur 220V+10%.50/60 Hz . -Dimensions : 270×225×90 mm -Masse :2.5 Kg .
240,Pince double Burette en Metal,Equipements de laboratoire,LB042,Tous,1.000.00 Dzd,/media/produit/images/lb_042_copy.jpg,
241,Un chariot automobile,Physique,DB201,متوسط - ثانوي,4.800.00 Dzd,/media/produit/images/DB_201-1_copy.jpg,
242,Papier PH fixe : 1-14,Indicateurs colorés,LB041-3,Tous,0.00 Dzd,/media/produit/images/LB_041-3_copy.jpg,
243,Déplacement d'un chariot par l’énergie solaire,Physique,DB202,متوسط - ثانوي,4.800.00 Dzd,/media/produit/images/DB_202-1_copy.jpg,
244,Photo-resistance sur support,Physique,DB203,متوسط - ثانوي,500.00 Dzd,/media/produit/images/DB_203_copy.jpg,
245,Centrifugeuse manuelle,Equipements de laboratoire,LB045,Tous,6.000.00 Dzd,/media/produit/images/lb_045_copy.jpg,
246,Centrifugeuse électrique,Equipements de laboratoire,LB044,Tous,22.000.00 Dzd,/media/produit/images/lb_044_copy.jpg,-Centrifugeuse électrique compacte stable et robuste. -Vitesse variable en continu jusqu’’à 4000tr/min. -Capacité : jusqu’a6 tubes de 10ml. -Alimentation 220v par câble secteur normalis
247,Composants électroniques,Electronique et électricité,DB204,متوسط - ثانوي,500.00 Dzd,/media/produit/images/DB_204_copy.jpg,
248,Agitateur magnétique chauffant,Equipements de laboratoire,LB048,Tous,19.000.00 Dzd,/media/produit/images/lb_048_copy.jpg,-Surface aluminium . -Diamètre maximum 120 mm -Agitation puissante jusqu´ à 1400tr / min . -Puissance de la zone de chauffe : 200w . -Dimensions : 230 × 160 × 100mm
249,Lot de circuits intégrés logiques,Electronique et électricité,DB205,ثانوي,800.00 Dzd,/media/produit/images/DB_205_copy.jpg,
250,System additive des couleurs,Electronique et électricité,DB206,متوسط,4.300.00 Dzd,/media/produit/images/DB_206-1_copy.jpg,
251,Tableau magnétique 400x100 cm,Equipements d'atelier,LB046-2,Tous,0.00 Dzd,/media/produit/images/lb_046-1-2_copy.jpg,Tableau blanc Triptyque 3 volets 400x100 cm
252,Tableau magnétique 120x200 cm,Equipements d'atelier,LB046-1,Tous,0.00 Dzd,/media/produit/images/lb_046-1-2_copy_Botr3a7.jpg,Tableau blanc simple 120x200 cm
253,Synthèse additive des couleurs ( disque de NEWTON ),Electronique et électricité,DB207,متوسط,5.000.00 Dzd,/media/produit/images/DB_207_copy.jpg,
254,Agitateur magnétique à affichage numérique,Equipements de laboratoire,LB048-1,Tous,43.000.00 Dzd,/media/produit/images/LB_048-1_copy.jpg,2000 ml: volume max dagitation 1250 tr/mn-0: vitesse d''agitaion 300 temperature : chauffage
255,Interrupteur,Electronique et électricité,DB208,متوسط - ثانوي,100.00 Dzd,/media/produit/images/DB_208_copy.jpg,
256,Pont redresseur,Electronique et électricité,DB209,متوسط - ثانوي,600.00 Dzd,/media/produit/images/DB_209_copy.jpg,
257,Disjoncteur,Electronique et électricité,DB210,متوسط - ثانوي,400.00 Dzd,/media/produit/images/DB_210_copy.jpg,
258,Lampe H2,Electronique et électricité,DB211,متوسط - ثانوي,300.00 Dzd,/media/produit/images/DB_211_copy.jpg,
259,Boite à pharmacie portable,Divers,LB048-1,Tous,0.00 Dzd,/media/produit/images/lb_049_copy.jpg,-01 Alcool chirurgical 90° fl /100ml * 1 -02 Eosine aqueuse 2 % fl/100ml * 1 -03 Eau oxygénée 10 VOL fl/100ml * 1 -04 Coton hydrophile 50g * 1 -05 Compresse stétèrillisèeB / 10 * 1 -06 Band à gaz * 4 -07 Bande élastique * 1 -08 Sparadrap rouleau * 1 -09 Malaplasterile( pansement) * 1 -10 Paire de ciseaux * 1 -11 Garrot * 2 -12 Gants en latex * 2 -13 Pommade contre les Brûlures * 1 -14 Thermomètre médical * 1 -15 Doliprane en comprimés bte / 30cp * 1
260,Lampe H3,Electronique et électricité,DB212,متوسط - ثانوي,300.00 Dzd,/media/produit/images/DB_212_copy.jpg,
261,Boite à pharmacie vitrée murale,Divers,LB050,Tous,0.00 Dzd,/media/produit/images/lb_050_copy.jpg,-01 Alcool chirurgical 90° fl /100ml 1 -02 Eosine aqueuse 2 % fl/100ml 1 -03 Eau oxygénée 10 VOL fl/100ml 1 -04 Coton hydrophile 50g 1 -05 Compresse stétèrillisèeB / 10 1 -06 Band à gaz 4 -07 Bande élastique 1 -08 Sparadrap rouleau 1 -09 Malaplasterile( pansement) 1 -10 Paire de ciseaux 1 -11 Garrot 2 -12 Gants en latex 2 -13 Pommade contre les Brûlures 1 -14 Thermomètre médical 1 -15 Doliprane en comprimés bte / 30cp 1
262,Expérience de chute libre (en utilisant la méthode de la cloche),Physique,DB213,متوسط - ثانوي,9.900.00 Dzd,/media/produit/images/DB_213-1_copy.jpg,
263,Projecteur 500W,Physique,DB214,متوسط - ثانوي,0.00 Dzd,/media/produit/images/DB_214_copy.jpg,
264,"Jeu de rapporteur équerres , compas",Divers,LB082,Tous,0.00 Dzd,/media/produit/images/lb_082_copy.jpg,équerres 90 60 30 équerres 90 45 45
265,Exemple de transformation de l'energie,Electronique et électricité,DB215,متوسط - ثانوي,2.700.00 Dzd,/media/produit/images/DB_215_copy.jpg,
266,Pince crocodile,Physique,DB216,متوسط - ثانوي,90.00 Dzd,/media/produit/images/DB_216_copy.jpg,
267,Emblème de bureau,Drapeaux,LB081,Tous,1.500.00 Dzd,/media/produit/images/lb_081_copy.jpg,
268,Emblème national 100x150 cm,Drapeaux,LB079,Tous,750.00 Dzd,/media/produit/images/lb_079080_copy.jpg,100x150 cm
269,Emblème national 60x90 cm,Drapeaux,LB080,Tous,600.00 Dzd,/media/produit/images/lb_079080_copy_u6MtEHK.jpg,60x90 cm
270,Modèle corpusculaire...la matière et ses transformations,Expériences de chimie,DB220,متوسط,3.500.00 Dzd,/media/produit/images/DB_220-1_copy.jpg,
271,Regle,Divers,LB082-1,Tous,600.00 Dzd,/media/produit/images/LB_082-1_copy.jpg,
272,Compas,Divers,LB082-2,Tous,750.00 Dzd,/media/produit/images/LB_082-2_copy.jpg,
273,Mouvement et trajictoire,Physique,DB221,متوسط,8.700.00 Dzd,/media/produit/images/DB_221_copy.jpg,
274,Jeu de spatules et cuillères,Accessoires de laboratoire,LB083,Tous,450.00 Dzd,/media/produit/images/lb_083_copy.jpg,Le jeu est composé de : - Spatule en acier inoxydable une extrémité en cuillère; l’autre extrémité plate. - Cuillère de combustion en cuivre . -Cuillère de combustion en acier inoxydable .
275,Wattmètre,Electronique et électricité,DB222,متوسط - ثانوي,19.000.00 Dzd,/media/produit/images/DB_222_copy.jpg,
276,Mouvement uniforme,Physique,DB224,متوسط - ثانوي,3.900.00 Dzd,/media/produit/images/DB_224_copy.jpg,
277,Bain marie avec thermostat à affichage digital (avec portoir),Equipements de laboratoire,LB084-1,Tous,27.500.00 Dzd,/media/produit/images/lb_084-1-2_copy.jpg,-Bain de sérologie complet avec portoir . -A usage médical et didactique . -réglable jusqu’ à 100° C . -Thermoplongeur avec thermostat de régulation électronique de température ambiante à + 100°C à affichage digital . -Equipé d’une cuve en plexiglas ( 5mm) et d’un portoir pour 30 tubes à hémolyse; de différents diamètres . Caractéristiques techniques : - Température :0-+100°C -stabilité :+/-0.54°C -chauffage :1000W -ouverture du bain : 38×15cm -volume :8ltrs -dimensions : L×I×H =38×15×13.5cm -poids net : 3kg -Alimentation : 220V – 50Hz
278,Bain marie avec thermostat à affichage digital,Equipements de laboratoire,LB084-2,Tous,25.500.00 Dzd,/media/produit/images/lb_084-1-2_copy_qxxjWEU.jpg,-Bain de sérologie complet avec portoir . -A usage médical et didactique . -réglable jusqu’ à 100° C . -Thermoplongeur avec thermostat de régulation électronique de température ambiante à + 100°C à affichage digital . -Equipé d’une cuve en plexiglas ( 5mm) et d’un portoir pour 30 tubes à hémolyse; de différents diamètres . Caractéristiques techniques : - Température :0-+100°C -stabilité :+/-0.54°C -chauffage :1000W -ouverture du bain : 38×15cm -volume :8ltrs -dimensions : L×I×H =38×15×13.5cm -poids net : 3kg -Alimentation : 220V – 50Hz
279,Table pour rétroprojecteur,Audio-visuel et projection,LB085-3,Tous,7.500.00 Dzd,/media/produit/images/LB_085-3_copy.jpg,Très robuste; totalement métallique ; sauf la tablette porte rétro et les assiettes porte transparents sont en mélaminé. Livrée totalement démonté et emballée en carton ondulé . Hauteur réglable de 65 à 85 cm . Dimensions a - de la tablette: 42 x 42 cm . b - des assiettes: 22 x 21 cm . Muni de quatre roues bien stables .
280,Table pour vidéo projecteur,Physique,LB085-4,Tous,10.200.00 Dzd,/media/produit/images/LB_085-4_copy.jpg,Avec deux tablettes; l’une pour le micro et l’autre pour le vidéo projecteur . Dimensions des tablettes : a- Pour micro 45 x 33 cm. b- Pour vidéo projecteur 36 x 33 cm Très robuste; totalement métallique; sauf les deux tablettes sont en mélaminé . Les hauteurs des deux tablettes sont indépendamment ajustables : Pour micro; entre 75 et 120 cm Pour vidéo projecteur; entre 75 et 110 cm . La table est munie de quatre roues très stables . Livrée totalement démonté emballée en carton ondulé .
281,Tableau d´affichage 120 x 90 cm,Divers,LB086-2,Tous,5.000.00 Dzd,/media/produit/images/LB_086-2-3-4_copy.jpg,Le recto en liège ou tissu
282,Tableau d´affichage 90 x 150 cm,Divers,LB086-3,Tous,6.000.00 Dzd,/media/produit/images/LB_086-2-3-4_copy_2Tne8uw.jpg,Le recto en liège ou tissu
283,Tableau d´affichage en liège,Divers,LB086,Tous,0.00 Dzd,/media/produit/images/lb_086_copy.jpg,Le recto en liège Dimensions : 60 × 120 cm
284,Tableau d´affichage 90 x 60 cm,Divers,LB086-1,Tous,4.000.00 Dzd,/media/produit/images/LB_086-2-3-4_copy_nwu6FtX.jpg,Le recto en liège ou tissu
285,Oscilloscope Double trace 2 x 20MHz,Electronique et électricité,LB087-2,Tous,57.000.00 Dzd,/media/produit/images/LB_087-2_copy.jpg,Sensibilité :5mV-20V/div Bande passante:2x20Mhz Séquences:1-2-5 Tension d’entrée max:300V Masse : 5Kg env Livrée avec sonde de mesure et câble d’alimentation
286,Oscilloscope monotrace 10MHz,Electronique et électricité,LB087-1,Tous,30.000.00 Dzd,/media/produit/images/lb_087-1_copy.jpg,
287,Oscilloscope monotrace 3MHz,Electronique et électricité,LB087,Tous,24.000.00 Dzd,/media/produit/images/lb_087_copy.jpg,
288,Papier tournesol bandelettes,Indicateurs colorés,LB089-1,Tous,350.00 Dzd,/media/produit/images/LB_089-1_copy.jpg,
289,Jeu de deux diapasons,Divers,LB088,Tous,2.880.00 Dzd,/media/produit/images/LB_088_copy.jpg,
290,Papier Phénolphthaléine,Indicateurs colorés,LB096,Tous,900.00 Dzd,/media/produit/images/LB_096_copy.jpg,
291,Papier Rouge Congo,Indicateurs colorés,LB095,Tous,900.00 Dzd,/media/produit/images/LB_095_copy.jpg,
292,Papier tournesol,Indicateurs colorés,LB089,Tous,800.00 Dzd,/media/produit/images/LB_089_copy.jpg,
293,Paillasse de laboratoire,Equipements de laboratoire,LB090,Tous,0.00 Dzd,/media/produit/images/LB_090_copy.jpg,Cette paillasse est conçue pour les laboratoires scientifiques. Elle est équipée d’une source d’alimentation stabilisée et de cinq prises de courant électrique. Par mesure de sécurité; la pillasse estmunie d’une coupe courant d’urgence. En outre; chaque prise électrique est équipée séparément d’un interrupteur. L’ossature métallique de la paillasse après traitement anticorrosion; est revêtue d’une peinture époxy. Le plan de travail est en MDF. Dimenension du plan de travail 120 × 70 cm. Les pieds de la paillasse sont équipés de vérins Mécaniques pour ajuster le plan de travail dans la position horizontale.
294,Paillasse de laboratoire,Equipements de laboratoire,LB091,Tous,0.00 Dzd,/media/produit/images/LB_91_copy.jpg,Nous proposons aussi un autre modèle de plus simple. Ce modèle est conseillé pour l’équipement de base de laboratoires scientifiques. Ce modèle a les mêmes caractéristiques que le modèle LB X sauf que ce modèle n’est pas équipé d’une source d’alimentation stabilisée
